model,genome,dfe,percent,divtime,sites
nomig,complex,balancing,5,5000,193335
nomig,complex,balancing,5,5000,193314
nomig,complex,balancing,5,5000,193809
nomig,complex,balancing,5,5000,193112
nomig,complex,balancing,5,5000,193537
nomig,complex,balancing,5,5000,192794
nomig,complex,balancing,5,5000,192581
nomig,complex,balancing,5,5000,192504
nomig,complex,balancing,5,5000,192072
nomig,complex,balancing,5,5000,192887
nomig,complex,balancing,5,5000,193368
nomig,complex,balancing,5,5000,192894
nomig,complex,balancing,5,5000,192935
nomig,complex,balancing,5,5000,193428
nomig,complex,balancing,5,5000,193236
nomig,complex,balancing,5,5000,192655
nomig,complex,balancing,5,5000,193258
nomig,complex,balancing,5,5000,193781
nomig,complex,balancing,5,5000,193318
nomig,complex,balancing,5,5000,192808
nomig,complex,balancing,5,5000,192662
nomig,complex,balancing,5,5000,193287
nomig,complex,balancing,5,5000,193001
nomig,complex,balancing,5,5000,192858
nomig,complex,balancing,5,5000,193645
nomig,complex,balancing,5,5000,193001
nomig,complex,balancing,5,5000,193166
nomig,complex,balancing,5,5000,193758
p1_p2,complex,adaptiveint,10,5000,207817
p1_p2,complex,adaptiveint,10,5000,208980
p1_p2,complex,adaptiveint,10,5000,207922
p1_p2,complex,adaptiveint,10,5000,208619
p1_p2,complex,adaptiveint,10,5000,209004
p1_p2,complex,adaptiveint,10,5000,209397
p1_p2,complex,adaptiveint,10,5000,208625
p1_p2,complex,adaptiveint,10,5000,208993
p1_p2,complex,adaptiveint,10,5000,208296
p1_p2,complex,adaptiveint,10,5000,207551
p1_p2,complex,adaptiveint,10,5000,207807
p1_p2,complex,adaptiveint,10,5000,207750
p1_p2,complex,adaptiveint,10,5000,208177
p1_p2,complex,adaptiveint,10,5000,207551
p1_p2,complex,adaptiveint,10,5000,208264
p1_p2,complex,adaptiveint,10,5000,209282
p1_p2,complex,adaptiveint,10,5000,209070
p1_p2,complex,adaptiveint,10,5000,207441
p1_p2,complex,adaptiveint,10,5000,208625
p1_p2,complex,adaptiveint,10,5000,209494
p1_p2,complex,adaptiveint,10,5000,209059
p1_p2,complex,adaptiveint,10,5000,208396
p1_p2,complex,adaptiveint,10,5000,208257
p1_p2,complex,adaptiveint,10,5000,209008
p1_p2,complex,adaptiveint,10,5000,208303
p1_p2,complex,adaptiveint,10,5000,208572
p1_p2,complex,adaptiveint,10,5000,208634
p1_p2,complex,adaptiveint,10,5000,207934
p1_p2,complex,adaptiveint,10,5000,208747
p1_p2,complex,adaptiveint,10,5000,208766
p1_p2,complex,adaptiveint,10,5000,209343
p1_p2,complex,adaptiveint,10,5000,209416
p1_p2,complex,adaptiveint,10,5000,208679
p1_p2,complex,adaptiveint,10,5000,208592
p1_p2,complex,adaptiveint,10,5000,209663
p1_p2,complex,adaptiveint,10,5000,208756
p1_p2,complex,adaptiveint,10,5000,208146
p1_p2,complex,adaptiveint,10,5000,208320
p1_p2,complex,adaptiveint,10,5000,207891
p1_p2,complex,adaptiveint,10,5000,209249
p1_p2,complex,adaptiveint,10,5000,208534
p1_p2,complex,adaptiveint,10,5000,208578
p1_p2,complex,adaptiveint,10,5000,208050
p1_p2,complex,adaptiveint,10,5000,209201
p1_p2,complex,adaptiveint,10,5000,208223
p1_p2,complex,adaptiveint,10,5000,208659
p1_p2,complex,adaptiveint,10,5000,207735
p1_p2,complex,adaptiveint,10,5000,208484
p1_p2,complex,adaptiveint,10,5000,209367
p1_p2,complex,adaptiveint,10,5000,207529
p1_p2,complex,adaptiveint,10,5000,208975
p1_p2,complex,adaptiveint,10,5000,207585
p1_p2,complex,adaptiveint,10,5000,208725
p1_p2,complex,adaptiveint,10,5000,209215
p1_p2,complex,adaptiveint,10,5000,207418
p1_p2,complex,adaptiveint,10,5000,208002
p1_p2,complex,adaptiveint,10,5000,207902
p1_p2,complex,adaptiveint,10,5000,208326
p1_p2,complex,adaptiveint,10,5000,208623
p1_p2,complex,adaptiveint,10,5000,207507
p1_p2,complex,adaptiveint,10,5000,208301
p1_p2,complex,adaptiveint,10,5000,208080
p1_p2,complex,adaptiveint,10,5000,207418
p1_p2,complex,adaptiveint,10,5000,208052
p1_p2,complex,adaptiveint,10,5000,208428
p1_p2,complex,adaptiveint,10,5000,208238
p1_p2,complex,adaptiveint,10,5000,208025
p1_p2,complex,adaptiveint,10,5000,208708
p1_p2,complex,adaptiveint,10,5000,209132
p1_p2,complex,adaptiveint,10,5000,208814
p1_p2,complex,adaptiveint,10,5000,207355
p1_p2,complex,adaptiveint,10,5000,208269
p1_p2,complex,adaptiveint,10,5000,208037
p1_p2,complex,adaptiveint,10,5000,208177
p1_p2,complex,adaptiveint,10,5000,207112
p1_p2,complex,adaptiveint,10,5000,208685
p1_p2,complex,adaptiveint,10,5000,208515
p1_p2,complex,adaptiveint,10,5000,208088
p1_p2,complex,adaptiveint,10,5000,209122
p1_p2,complex,adaptiveint,10,5000,209491
p1_p2,complex,adaptiveint,10,5000,208878
p1_p2,complex,adaptiveint,10,5000,207881
p1_p2,complex,adaptiveint,10,5000,208754
p1_p2,complex,adaptiveint,10,5000,207929
p1_p2,complex,adaptiveint,10,5000,208161
p1_p2,complex,adaptiveint,10,5000,208895
p1_p2,complex,adaptiveint,10,5000,209146
p1_p2,complex,adaptiveint,10,5000,208790
p1_p2,complex,adaptiveint,10,5000,207787
p1_p2,complex,adaptiveint,10,5000,209135
p1_p2,complex,adaptiveint,10,5000,207979
p1_p2,complex,adaptiveint,10,5000,207485
p1_p2,complex,adaptiveint,10,5000,208625
p1_p2,complex,adaptiveint,10,5000,208083
p1_p2,complex,adaptiveint,10,5000,208736
p1_p2,complex,adaptiveint,10,5000,208690
p1_p2,complex,adaptiveint,10,5000,208360
p1_p2,complex,adaptiveint,10,5000,209159
p1_p2,complex,adaptiveint,10,5000,208214
p1_p2,complex,adaptiveint,10,5000,208849
nomig,complex,linkedp1,5,5000,195163
nomig,complex,linkedp1,5,5000,194067
nomig,complex,linkedp1,5,5000,194176
nomig,complex,linkedp1,5,5000,194241
nomig,complex,linkedp1,5,5000,194307
nomig,complex,linkedp1,5,5000,194516
nomig,complex,linkedp1,5,5000,193563
nomig,complex,linkedp1,5,5000,193664
nomig,complex,linkedp1,5,5000,193729
nomig,complex,linkedp1,5,5000,194459
nomig,complex,linkedp1,5,5000,194503
nomig,complex,linkedp1,5,5000,194015
nomig,complex,linkedp1,5,5000,193960
nomig,complex,linkedp1,5,5000,193798
nomig,complex,linkedp1,5,5000,193937
nomig,complex,linkedp1,5,5000,193595
nomig,complex,linkedp1,5,5000,193540
nomig,complex,linkedp1,5,5000,194042
nomig,complex,linkedp1,5,5000,193622
nomig,complex,linkedp1,5,5000,194261
nomig,complex,linkedp1,5,5000,195151
nomig,complex,linkedp1,5,5000,193650
nomig,complex,linkedp1,5,5000,193846
nomig,complex,linkedp1,5,5000,193545
nomig,complex,linkedp1,5,5000,194305
nomig,complex,linkedp1,5,5000,194133
nomig,complex,linkedp1,5,5000,193533
nomig,complex,linkedp1,5,5000,194333
nomig,complex,linkedp1,5,5000,194093
nomig,complex,linkedp1,5,5000,193732
nomig,complex,linkedp1,5,5000,193879
nomig,complex,linkedp1,5,5000,193823
nomig,complex,linkedp1,5,5000,194465
nomig,complex,linkedp1,5,5000,194227
nomig,complex,linkedp1,5,5000,194282
nomig,complex,linkedp1,5,5000,193782
nomig,complex,linkedp1,5,5000,193621
nomig,complex,linkedp1,5,5000,193652
nomig,complex,linkedp1,5,5000,194305
nomig,complex,linkedp1,5,5000,194287
nomig,complex,linkedp1,5,5000,194036
nomig,complex,linkedp1,5,5000,194402
nomig,complex,linkedp1,5,5000,193801
nomig,complex,linkedp1,5,5000,194182
nomig,complex,linkedp1,5,5000,194475
nomig,complex,linkedp1,5,5000,193859
nomig,complex,linkedp1,5,5000,193544
nomig,complex,linkedp1,5,5000,193901
nomig,complex,linkedp1,5,5000,194023
nomig,complex,linkedp1,5,5000,193716
nomig,complex,linkedp1,5,5000,194343
nomig,complex,linkedp1,5,5000,194402
nomig,complex,linkedp1,5,5000,193957
nomig,complex,linkedp1,5,5000,194064
nomig,complex,linkedp1,5,5000,194096
nomig,complex,linkedp1,5,5000,194320
nomig,complex,linkedp1,5,5000,194000
nomig,complex,linkedp1,5,5000,194237
nomig,complex,linkedp1,5,5000,194328
nomig,complex,linkedp1,5,5000,193845
nomig,complex,linkedp1,5,5000,193845
nomig,complex,linkedp1,5,5000,193965
nomig,complex,linkedp1,5,5000,193846
nomig,complex,linkedp1,5,5000,194571
nomig,complex,linkedp1,5,5000,193313
nomig,complex,linkedp1,5,5000,193744
nomig,complex,linkedp1,5,5000,193631
nomig,complex,linkedp1,5,5000,193770
nomig,complex,linkedp1,5,5000,194095
nomig,complex,linkedp1,5,5000,194127
nomig,complex,linkedp1,5,5000,193108
nomig,complex,linkedp1,5,5000,193922
nomig,complex,linkedp1,5,5000,193884
nomig,complex,linkedp1,5,5000,193461
nomig,complex,linkedp1,5,5000,193934
nomig,complex,linkedp1,5,5000,194211
nomig,complex,linkedp1,5,5000,194000
nomig,complex,linkedp1,5,5000,193882
nomig,complex,linkedp1,5,5000,194469
nomig,complex,linkedp1,5,5000,194253
nomig,complex,linkedp1,5,5000,193823
nomig,complex,linkedp1,5,5000,194289
nomig,complex,linkedp1,5,5000,194290
nomig,complex,linkedp1,5,5000,194244
nomig,complex,linkedp1,5,5000,194540
nomig,complex,linkedp1,5,5000,194260
nomig,complex,linkedp1,5,5000,193150
nomig,complex,linkedp1,5,5000,193392
nomig,complex,linkedp1,5,5000,193733
nomig,complex,linkedp1,5,5000,193812
nomig,complex,linkedp1,5,5000,193926
nomig,complex,linkedp1,5,5000,194186
nomig,complex,linkedp1,5,5000,194152
nomig,complex,linkedp1,5,5000,194252
nomig,complex,linkedp1,5,5000,194298
nomig,complex,linkedp1,5,5000,193085
nomig,complex,linkedp1,5,5000,194327
nomig,complex,linkedp1,5,5000,194304
nomig,complex,linkedp1,5,5000,194051
nomig,complex,linkedp1,5,5000,194235
p1_p2,complex,linkedancestor,15,20000,134906
p1_p2,complex,linkedancestor,15,20000,134999
p1_p2,complex,linkedancestor,15,20000,135361
p1_p2,complex,linkedancestor,15,20000,135121
p1_p2,complex,linkedancestor,15,20000,134906
p1_p2,complex,linkedancestor,15,20000,135363
p1_p2,complex,linkedancestor,15,20000,134928
p1_p2,complex,linkedancestor,15,20000,134673
p1_p2,complex,linkedancestor,15,20000,135871
p1_p2,complex,linkedancestor,15,20000,134518
p1_p2,complex,linkedancestor,15,20000,135072
p1_p2,complex,linkedancestor,15,20000,134780
p1_p2,complex,linkedancestor,15,20000,134743
p1_p2,complex,linkedancestor,15,20000,135372
p1_p2,complex,linkedancestor,15,20000,135347
p1_p2,complex,linkedancestor,15,20000,135143
p1_p2,complex,linkedancestor,15,20000,135208
p1_p2,complex,linkedancestor,15,20000,135028
p1_p2,complex,linkedancestor,15,20000,134452
p1_p2,complex,linkedancestor,15,20000,135145
p1_p2,complex,linkedancestor,15,20000,135199
p1_p2,complex,linkedancestor,15,20000,135013
p1_p2,complex,linkedancestor,15,20000,135034
p1_p2,complex,linkedancestor,15,20000,134758
p1_p2,complex,linkedancestor,15,20000,135612
p1_p2,complex,linkedancestor,15,20000,134789
p1_p2,complex,linkedancestor,15,20000,135266
p1_p2,complex,linkedancestor,15,20000,135247
p1_p2,complex,linkedancestor,15,20000,134681
p1_p2,complex,linkedancestor,15,20000,135115
p1_p2,complex,linkedancestor,15,20000,134427
p1_p2,complex,linkedancestor,15,20000,135297
p1_p2,complex,linkedancestor,15,20000,134872
p1_p2,complex,linkedancestor,15,20000,134529
p1_p2,complex,linkedancestor,15,20000,134909
p1_p2,complex,linkedancestor,15,20000,134835
p1_p2,complex,linkedancestor,15,20000,135068
p1_p2,complex,linkedancestor,15,20000,135429
p1_p2,complex,linkedancestor,15,20000,135293
p1_p2,complex,linkedancestor,15,20000,135055
p1_p2,complex,linkedancestor,15,20000,134985
p1_p2,complex,linkedancestor,15,20000,135406
p1_p2,complex,linkedancestor,15,20000,134679
p1_p2,complex,linkedancestor,15,20000,134651
p1_p2,complex,linkedancestor,15,20000,135351
p1_p2,complex,linkedancestor,15,20000,135239
p1_p2,complex,linkedancestor,15,20000,135154
p1_p2,complex,linkedancestor,15,20000,135065
p1_p2,complex,linkedancestor,15,20000,134648
p1_p2,complex,linkedancestor,15,20000,134996
p1_p2,complex,linkedancestor,15,20000,134541
p1_p2,complex,linkedancestor,15,20000,135109
p1_p2,complex,linkedancestor,15,20000,135133
p1_p2,complex,linkedancestor,15,20000,134635
p1_p2,complex,linkedancestor,15,20000,135371
p1_p2,complex,linkedancestor,15,20000,135168
p1_p2,complex,linkedancestor,15,20000,134236
p1_p2,complex,linkedancestor,15,20000,134709
p1_p2,complex,linkedancestor,15,20000,135061
p1_p2,complex,linkedancestor,15,20000,134945
p1_p2,complex,linkedancestor,15,20000,135627
p1_p2,complex,linkedancestor,15,20000,135123
p1_p2,complex,linkedancestor,15,20000,134922
p1_p2,complex,linkedancestor,15,20000,135172
p1_p2,complex,linkedancestor,15,20000,135226
p1_p2,complex,linkedancestor,15,20000,134706
p1_p2,complex,linkedancestor,15,20000,134502
p1_p2,complex,linkedancestor,15,20000,134346
p1_p2,complex,linkedancestor,15,20000,134966
p1_p2,complex,linkedancestor,15,20000,135201
p1_p2,complex,linkedancestor,15,20000,135075
p1_p2,complex,linkedancestor,15,20000,135718
p1_p2,complex,linkedancestor,15,20000,134850
p1_p2,complex,linkedancestor,15,20000,134805
p1_p2,complex,linkedancestor,15,20000,135037
p1_p2,complex,linkedancestor,15,20000,135220
p1_p2,complex,linkedancestor,15,20000,134896
p1_p2,complex,linkedancestor,15,20000,135038
p1_p2,complex,linkedancestor,15,20000,135127
p1_p2,complex,linkedancestor,15,20000,135198
p1_p2,complex,linkedancestor,15,20000,135812
p1_p2,complex,linkedancestor,15,20000,134725
p1_p2,complex,linkedancestor,15,20000,135116
p1_p2,complex,linkedancestor,15,20000,135175
p1_p2,complex,linkedancestor,15,20000,135007
p1_p2,complex,linkedancestor,15,20000,134646
p1_p2,complex,linkedancestor,15,20000,135245
p1_p2,complex,linkedancestor,15,20000,134736
p1_p2,complex,linkedancestor,15,20000,134835
p1_p2,complex,linkedancestor,15,20000,135307
p1_p2,complex,linkedancestor,15,20000,135176
p1_p2,complex,linkedancestor,15,20000,134428
p1_p2,complex,linkedancestor,15,20000,135001
p1_p2,complex,linkedancestor,15,20000,135128
p1_p2,complex,linkedancestor,15,20000,134904
p1_p2,complex,linkedancestor,15,20000,135255
p1_p2,complex,linkedancestor,15,20000,134128
p1_p2,complex,linkedancestor,15,20000,134438
p1_p2,complex,linkedancestor,15,20000,135760
p1_p2,complex,linkedancestor,15,20000,134860
nomig,complex,linkedancestor,10,1250,257029
nomig,complex,linkedancestor,10,1250,257077
nomig,complex,linkedancestor,10,1250,257170
nomig,complex,linkedancestor,10,1250,256365
nomig,complex,linkedancestor,10,1250,257172
nomig,complex,linkedancestor,10,1250,256884
nomig,complex,linkedancestor,10,1250,257121
nomig,complex,linkedancestor,10,1250,256832
nomig,complex,linkedancestor,10,1250,256770
nomig,complex,linkedancestor,10,1250,255765
nomig,complex,linkedancestor,10,1250,257899
nomig,complex,linkedancestor,10,1250,256190
nomig,complex,linkedancestor,10,1250,256381
nomig,complex,linkedancestor,10,1250,256834
nomig,complex,linkedancestor,10,1250,257832
nomig,complex,linkedancestor,10,1250,256015
nomig,complex,linkedancestor,10,1250,255683
nomig,complex,linkedancestor,10,1250,256713
nomig,complex,linkedancestor,10,1250,256258
nomig,complex,linkedancestor,10,1250,256728
nomig,complex,linkedancestor,10,1250,256271
nomig,complex,linkedancestor,10,1250,256228
nomig,complex,linkedancestor,10,1250,256353
nomig,complex,linkedancestor,10,1250,256533
nomig,complex,linkedancestor,10,1250,256498
nomig,complex,linkedancestor,10,1250,257418
nomig,complex,linkedancestor,10,1250,256974
nomig,complex,linkedancestor,10,1250,256705
nomig,complex,linkedancestor,10,1250,256034
nomig,complex,linkedancestor,10,1250,256109
nomig,complex,linkedancestor,10,1250,256676
nomig,complex,linkedancestor,10,1250,256756
nomig,complex,linkedancestor,10,1250,257651
nomig,complex,linkedancestor,10,1250,256214
nomig,complex,linkedancestor,10,1250,256946
nomig,complex,linkedancestor,10,1250,256498
nomig,complex,linkedancestor,10,1250,256113
nomig,complex,linkedancestor,10,1250,257967
nomig,complex,linkedancestor,10,1250,257101
nomig,complex,linkedancestor,10,1250,255594
nomig,complex,linkedancestor,10,1250,257264
nomig,complex,linkedancestor,10,1250,258935
nomig,complex,linkedancestor,10,1250,256483
nomig,complex,linkedancestor,10,1250,258067
nomig,complex,linkedancestor,10,1250,256222
nomig,complex,linkedancestor,10,1250,256187
nomig,complex,linkedancestor,10,1250,255804
nomig,complex,linkedancestor,10,1250,257399
nomig,complex,linkedancestor,10,1250,257004
nomig,complex,linkedancestor,10,1250,255655
nomig,complex,linkedancestor,10,1250,255802
nomig,complex,linkedancestor,10,1250,258129
nomig,complex,linkedancestor,10,1250,256629
nomig,complex,linkedancestor,10,1250,256539
nomig,complex,linkedancestor,10,1250,255886
nomig,complex,linkedancestor,10,1250,255349
nomig,complex,linkedancestor,10,1250,255191
nomig,complex,linkedancestor,10,1250,257112
nomig,complex,linkedancestor,10,1250,256231
nomig,complex,linkedancestor,10,1250,255756
nomig,complex,linkedancestor,10,1250,256706
nomig,complex,linkedancestor,10,1250,257481
nomig,complex,linkedancestor,10,1250,256038
nomig,complex,linkedancestor,10,1250,257349
nomig,complex,linkedancestor,10,1250,257091
nomig,complex,linkedancestor,10,1250,256553
nomig,complex,linkedancestor,10,1250,254866
nomig,complex,linkedancestor,10,1250,257035
nomig,complex,linkedancestor,10,1250,256974
nomig,complex,linkedancestor,10,1250,255773
nomig,complex,linkedancestor,10,1250,256215
nomig,complex,linkedancestor,10,1250,255560
nomig,complex,linkedancestor,10,1250,255617
nomig,complex,linkedancestor,10,1250,255959
nomig,complex,linkedancestor,10,1250,256661
nomig,complex,linkedancestor,10,1250,255509
nomig,complex,linkedancestor,10,1250,256266
nomig,complex,linkedancestor,10,1250,257561
nomig,complex,linkedancestor,10,1250,256256
nomig,complex,linkedancestor,10,1250,256946
nomig,complex,linkedancestor,10,1250,256273
nomig,complex,linkedancestor,10,1250,256634
nomig,complex,linkedancestor,10,1250,256194
nomig,complex,linkedancestor,10,1250,255707
nomig,complex,linkedancestor,10,1250,256271
nomig,complex,linkedancestor,10,1250,257401
nomig,complex,linkedancestor,10,1250,257400
nomig,complex,linkedancestor,10,1250,257514
nomig,complex,linkedancestor,10,1250,258030
nomig,complex,linkedancestor,10,1250,257106
nomig,complex,linkedancestor,10,1250,256999
nomig,complex,linkedancestor,10,1250,257236
nomig,complex,linkedancestor,10,1250,256659
nomig,complex,linkedancestor,10,1250,257665
nomig,complex,linkedancestor,10,1250,256323
nomig,complex,linkedancestor,10,1250,256280
nomig,complex,linkedancestor,10,1250,256272
nomig,complex,linkedancestor,10,1250,258100
nomig,complex,linkedancestor,10,1250,255778
nomig,complex,linkedancestor,10,1250,255464
p1_p2,complex,linkedancestor,10,1250,267310
p1_p2,complex,linkedancestor,10,1250,265348
p1_p2,complex,linkedancestor,10,1250,267484
p1_p2,complex,linkedancestor,10,1250,267761
p1_p2,complex,linkedancestor,10,1250,267266
p1_p2,complex,linkedancestor,10,1250,266237
p1_p2,complex,linkedancestor,10,1250,266542
p1_p2,complex,linkedancestor,10,1250,266685
p1_p2,complex,linkedancestor,10,1250,267564
p1_p2,complex,linkedancestor,10,1250,266752
p1_p2,complex,linkedancestor,10,1250,267133
p1_p2,complex,linkedancestor,10,1250,264908
p1_p2,complex,linkedancestor,10,1250,266710
p1_p2,complex,linkedancestor,10,1250,266437
p1_p2,complex,linkedancestor,10,1250,266833
p1_p2,complex,linkedancestor,10,1250,266898
p1_p2,complex,linkedancestor,10,1250,266354
p1_p2,complex,linkedancestor,10,1250,268114
p1_p2,complex,linkedancestor,10,1250,266592
p1_p2,complex,linkedancestor,10,1250,267115
p1_p2,complex,linkedancestor,10,1250,265572
p1_p2,complex,linkedancestor,10,1250,266803
p1_p2,complex,linkedancestor,10,1250,267479
p1_p2,complex,linkedancestor,10,1250,267100
p1_p2,complex,linkedancestor,10,1250,266915
p1_p2,complex,linkedancestor,10,1250,266896
p1_p2,complex,linkedancestor,10,1250,266794
p1_p2,complex,linkedancestor,10,1250,265765
p1_p2,complex,linkedancestor,10,1250,267934
p1_p2,complex,linkedancestor,10,1250,266443
p1_p2,complex,linkedancestor,10,1250,266059
p1_p2,complex,linkedancestor,10,1250,266359
p1_p2,complex,linkedancestor,10,1250,267196
p1_p2,complex,linkedancestor,10,1250,267513
p1_p2,complex,linkedancestor,10,1250,266375
p1_p2,complex,linkedancestor,10,1250,266745
p1_p2,complex,linkedancestor,10,1250,266492
p1_p2,complex,linkedancestor,10,1250,266495
p1_p2,complex,linkedancestor,10,1250,266655
p1_p2,complex,linkedancestor,10,1250,265975
p1_p2,complex,linkedancestor,10,1250,267869
p1_p2,complex,linkedancestor,10,1250,266808
p1_p2,complex,linkedancestor,10,1250,266565
p1_p2,complex,linkedancestor,10,1250,268145
p1_p2,complex,linkedancestor,10,1250,267801
p1_p2,complex,linkedancestor,10,1250,267397
p1_p2,complex,linkedancestor,10,1250,266655
p1_p2,complex,linkedancestor,10,1250,266635
p1_p2,complex,linkedancestor,10,1250,267435
p1_p2,complex,linkedancestor,10,1250,267120
p1_p2,complex,linkedancestor,10,1250,267684
p1_p2,complex,linkedancestor,10,1250,266852
p1_p2,complex,linkedancestor,10,1250,267287
p1_p2,complex,linkedancestor,10,1250,266005
p1_p2,complex,linkedancestor,10,1250,267427
p1_p2,complex,linkedancestor,10,1250,267219
p1_p2,complex,linkedancestor,10,1250,265939
p1_p2,complex,linkedancestor,10,1250,266188
p1_p2,complex,linkedancestor,10,1250,266751
p1_p2,complex,linkedancestor,10,1250,265083
p1_p2,complex,linkedancestor,10,1250,267277
p1_p2,complex,linkedancestor,10,1250,267127
p1_p2,complex,linkedancestor,10,1250,267456
p1_p2,complex,linkedancestor,10,1250,267205
p1_p2,complex,linkedancestor,10,1250,267300
p1_p2,complex,linkedancestor,10,1250,266415
p1_p2,complex,linkedancestor,10,1250,267781
p1_p2,complex,linkedancestor,10,1250,266323
p1_p2,complex,linkedancestor,10,1250,266212
p1_p2,complex,linkedancestor,10,1250,265554
p1_p2,complex,linkedancestor,10,1250,267895
p1_p2,complex,linkedancestor,10,1250,267106
p1_p2,complex,linkedancestor,10,1250,266132
p1_p2,complex,linkedancestor,10,1250,266207
p1_p2,complex,linkedancestor,10,1250,267266
p1_p2,complex,linkedancestor,10,1250,267080
p1_p2,complex,linkedancestor,10,1250,265533
p1_p2,complex,linkedancestor,10,1250,267632
p1_p2,complex,linkedancestor,10,1250,268518
p1_p2,complex,linkedancestor,10,1250,266824
p1_p2,complex,linkedancestor,10,1250,267506
p1_p2,complex,linkedancestor,10,1250,267056
p1_p2,complex,linkedancestor,10,1250,266577
p1_p2,complex,linkedancestor,10,1250,266687
p1_p2,complex,linkedancestor,10,1250,266776
p1_p2,complex,linkedancestor,10,1250,266623
p1_p2,complex,linkedancestor,10,1250,267406
p1_p2,complex,linkedancestor,10,1250,266985
p1_p2,complex,linkedancestor,10,1250,266224
p1_p2,complex,linkedancestor,10,1250,267327
p1_p2,complex,linkedancestor,10,1250,266616
p1_p2,complex,linkedancestor,10,1250,267166
p1_p2,complex,linkedancestor,10,1250,266941
p1_p2,complex,linkedancestor,10,1250,266472
p1_p2,complex,linkedancestor,10,1250,267361
p1_p2,complex,linkedancestor,10,1250,267012
p1_p2,complex,linkedancestor,10,1250,267671
p1_p2,complex,linkedancestor,10,1250,266343
p1_p2,complex,linkedancestor,10,1250,266962
p1_p2,complex,linkedancestor,10,1250,266742
p1_p2,complex,adaptiveint,15,1250,278980
p1_p2,complex,adaptiveint,15,1250,279646
p1_p2,complex,adaptiveint,15,1250,279119
p1_p2,complex,adaptiveint,15,1250,277318
p1_p2,complex,adaptiveint,15,1250,279892
p1_p2,complex,adaptiveint,15,1250,279153
p1_p2,complex,adaptiveint,15,1250,278779
p1_p2,complex,adaptiveint,15,1250,279460
p1_p2,complex,adaptiveint,15,1250,278537
p1_p2,complex,adaptiveint,15,1250,277874
p1_p2,complex,adaptiveint,15,1250,279795
p1_p2,complex,adaptiveint,15,1250,278647
p1_p2,complex,adaptiveint,15,1250,279221
p1_p2,complex,adaptiveint,15,1250,279212
p1_p2,complex,adaptiveint,15,1250,277770
p1_p2,complex,adaptiveint,15,1250,278109
p1_p2,complex,adaptiveint,15,1250,278441
p1_p2,complex,adaptiveint,15,1250,278134
p1_p2,complex,adaptiveint,15,1250,280316
p1_p2,complex,adaptiveint,15,1250,278084
p1_p2,complex,adaptiveint,15,1250,279327
p1_p2,complex,adaptiveint,15,1250,279025
p1_p2,complex,adaptiveint,15,1250,279602
p1_p2,complex,adaptiveint,15,1250,280585
p1_p2,complex,adaptiveint,15,1250,278690
p1_p2,complex,adaptiveint,15,1250,278616
p1_p2,complex,adaptiveint,15,1250,280053
p1_p2,complex,adaptiveint,15,1250,278751
p1_p2,complex,adaptiveint,15,1250,279112
p1_p2,complex,adaptiveint,15,1250,279104
p1_p2,complex,adaptiveint,15,1250,279640
p1_p2,complex,adaptiveint,15,1250,278829
p1_p2,complex,adaptiveint,15,1250,278672
p1_p2,complex,adaptiveint,15,1250,280181
p1_p2,complex,adaptiveint,15,1250,279377
p1_p2,complex,adaptiveint,15,1250,278597
p1_p2,complex,adaptiveint,15,1250,280469
p1_p2,complex,adaptiveint,15,1250,280463
p1_p2,complex,adaptiveint,15,1250,277872
p1_p2,complex,adaptiveint,15,1250,278963
p1_p2,complex,adaptiveint,15,1250,279240
p1_p2,complex,adaptiveint,15,1250,278807
p1_p2,complex,adaptiveint,15,1250,279215
p1_p2,complex,adaptiveint,15,1250,279541
p1_p2,complex,adaptiveint,15,1250,280818
p1_p2,complex,adaptiveint,15,1250,278480
p1_p2,complex,adaptiveint,15,1250,280338
p1_p2,complex,adaptiveint,15,1250,277833
p1_p2,complex,adaptiveint,15,1250,279558
p1_p2,complex,adaptiveint,15,1250,279088
p1_p2,complex,adaptiveint,15,1250,279142
p1_p2,complex,adaptiveint,15,1250,279226
p1_p2,complex,adaptiveint,15,1250,278156
p1_p2,complex,adaptiveint,15,1250,278207
p1_p2,complex,adaptiveint,15,1250,281050
p1_p2,complex,adaptiveint,15,1250,279399
p1_p2,complex,adaptiveint,15,1250,278345
p1_p2,complex,adaptiveint,15,1250,279636
p1_p2,complex,adaptiveint,15,1250,279387
p1_p2,complex,adaptiveint,15,1250,277891
p1_p2,complex,adaptiveint,15,1250,279493
p1_p2,complex,adaptiveint,15,1250,278766
p1_p2,complex,adaptiveint,15,1250,279937
p1_p2,complex,adaptiveint,15,1250,278215
p1_p2,complex,adaptiveint,15,1250,279820
p1_p2,complex,adaptiveint,15,1250,278857
p1_p2,complex,adaptiveint,15,1250,279675
p1_p2,complex,adaptiveint,15,1250,280276
p1_p2,complex,adaptiveint,15,1250,278996
p1_p2,complex,adaptiveint,15,1250,279011
p1_p2,complex,adaptiveint,15,1250,279364
p1_p2,complex,adaptiveint,15,1250,280280
p1_p2,complex,adaptiveint,15,1250,279030
p1_p2,complex,adaptiveint,15,1250,279217
p1_p2,complex,adaptiveint,15,1250,278066
p1_p2,complex,adaptiveint,15,1250,279035
p1_p2,complex,adaptiveint,15,1250,277775
p1_p2,complex,adaptiveint,15,1250,279326
p1_p2,complex,adaptiveint,15,1250,280055
p1_p2,complex,adaptiveint,15,1250,279172
p1_p2,complex,adaptiveint,15,1250,278475
